plan,carrier,metal,market,plan_year,hsa_qualified,deductible_single,deductible_family,oop_max_single,drug,drug_kind,dose,formulary_tier,formulary_flags,covered,thirty_day_price_basis_usd,price_basis,phase,member_pays_usd,how_calculated,cap_usd,member_pays_under_hf3652_usd,monthly_saving_usd,cap_note,plan_source,formulary_source,price_source
"HealthPartners Peak $1,300 Gold",healthpartners,Gold,Minnesota individual,2026,no,1300.00,2600.00,8600.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,NF,PA; QL (2 per 1 day),no,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"mid-year, deductible met",1196.05,"marked non-formulary, which the SBC lists as an excluded service: the member pays the whole price (NADAC floor)",25.00,1196.05,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc PSBC-IE173-260101, https://www.healthpartners.com/content/dam/plan/sbc/hp/2026/ie173.pdf. Deductible $1,300 / $2,600; out-of-pocket limit $8,600 / $17,200: p. 1. Drug rows, p. 3 of 9: generic low cost $5 and generic high cost $25, deductible does not apply; preferred brand 20% coinsurance; non-preferred brand 30%; specialty generic 40%; specialty brand 50%.","HealthPartners, 2026 Formulary (List of covered drugs), Minnesota individual and small group, effective September 1, 2026, 195 pp., https://www.healthpartners.com/content/dam/plan/b2c/pharmacy/comm-2026-formulary-mn-sg-hsanonhsadeductiblecopaycopaycoinsurance-ind-offexchange.pdf Tier key: Seven tiers, named on PDF p. 3: 1 Low-Cost Generics, 2 High-Cost Generics, 3 Preferred Brands, 4 Non-Preferred Generics and Brands, 5 Specialty Generics, 6 Specialty Brands, 7 Oral Chemotherapy, NF Non-Formulary. This drug: PDF p. 36.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
"HealthPartners Peak $1,300 Gold",healthpartners,Gold,Minnesota individual,2026,no,1300.00,2600.00,8600.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",NF,PA; specialty; QL (20 per 1 day),no,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","January, deductible not met",3739.22,"marked non-formulary, which the SBC lists as an excluded service: the member pays the whole price (NADAC floor)",25.00,3739.22,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc PSBC-IE173-260101, https://www.healthpartners.com/content/dam/plan/sbc/hp/2026/ie173.pdf. Deductible $1,300 / $2,600; out-of-pocket limit $8,600 / $17,200: p. 1. Drug rows, p. 3 of 9: generic low cost $5 and generic high cost $25, deductible does not apply; preferred brand 20% coinsurance; non-preferred brand 30%; specialty generic 40%; specialty brand 50%.","HealthPartners, 2026 Formulary (List of covered drugs), Minnesota individual and small group, effective September 1, 2026, 195 pp., https://www.healthpartners.com/content/dam/plan/b2c/pharmacy/comm-2026-formulary-mn-sg-hsanonhsadeductiblecopaycopaycoinsurance-ind-offexchange.pdf Tier key: Seven tiers, named on PDF p. 3: 1 Low-Cost Generics, 2 High-Cost Generics, 3 Preferred Brands, 4 Non-Preferred Generics and Brands, 5 Specialty Generics, 6 Specialty Brands, 7 Oral Chemotherapy, NF Non-Formulary. This drug: PDF p. 30.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
"HealthPartners Peak $1,300 Gold",healthpartners,Gold,Minnesota individual,2026,no,1300.00,2600.00,8600.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",NF,PA; specialty; QL (20 per 1 day),no,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","mid-year, deductible met",3739.22,"marked non-formulary, which the SBC lists as an excluded service: the member pays the whole price (NADAC floor)",25.00,3739.22,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc PSBC-IE173-260101, https://www.healthpartners.com/content/dam/plan/sbc/hp/2026/ie173.pdf. Deductible $1,300 / $2,600; out-of-pocket limit $8,600 / $17,200: p. 1. Drug rows, p. 3 of 9: generic low cost $5 and generic high cost $25, deductible does not apply; preferred brand 20% coinsurance; non-preferred brand 30%; specialty generic 40%; specialty brand 50%.","HealthPartners, 2026 Formulary (List of covered drugs), Minnesota individual and small group, effective September 1, 2026, 195 pp., https://www.healthpartners.com/content/dam/plan/b2c/pharmacy/comm-2026-formulary-mn-sg-hsanonhsadeductiblecopaycopaycoinsurance-ind-offexchange.pdf Tier key: Seven tiers, named on PDF p. 3: 1 Low-Cost Generics, 2 High-Cost Generics, 3 Preferred Brands, 4 Non-Preferred Generics and Brands, 5 Specialty Generics, 6 Specialty Brands, 7 Oral Chemotherapy, NF Non-Formulary. This drug: PDF p. 30.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
UCare Individual & Family Bronze,ucare,Bronze,Minnesota individual,2026,no,7500.00,15000.00,10150.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,1,EDS (extended day supply),yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",20.00,copay $20.00,25.00,20.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5368, HIOS 97624MN0140003-01, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5368_IFP-Bronze_SBC_2026. Deductible $7,500 individual / $15,000 family in-network; out-of-pocket limit $10,150 / $20,300: p. 1. Drug rows, p. 3: Tier 1 $20, Tier 2 $30, Tier 3 $200 per 30-day supply, each ""Deductible does not apply""; Tier 4 and Tier 5 35% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 27.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Bronze,ucare,Bronze,Minnesota individual,2026,no,7500.00,15000.00,10150.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,1,EDS (extended day supply),yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",20.00,copay $20.00,25.00,20.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5368, HIOS 97624MN0140003-01, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5368_IFP-Bronze_SBC_2026. Deductible $7,500 individual / $15,000 family in-network; out-of-pocket limit $10,150 / $20,300: p. 1. Drug rows, p. 3: Tier 1 $20, Tier 2 $30, Tier 3 $200 per 30-day supply, each ""Deductible does not apply""; Tier 4 and Tier 5 35% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 27.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Bronze,ucare,Bronze,Minnesota individual,2026,no,7500.00,15000.00,10150.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,2,EDS,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",30.00,copay $30.00,25.00,25.00,5.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5368, HIOS 97624MN0140003-01, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5368_IFP-Bronze_SBC_2026. Deductible $7,500 individual / $15,000 family in-network; out-of-pocket limit $10,150 / $20,300: p. 1. Drug rows, p. 3: Tier 1 $20, Tier 2 $30, Tier 3 $200 per 30-day supply, each ""Deductible does not apply""; Tier 4 and Tier 5 35% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 26.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Bronze,ucare,Bronze,Minnesota individual,2026,no,7500.00,15000.00,10150.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,2,EDS,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",30.00,copay $30.00,25.00,25.00,5.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5368, HIOS 97624MN0140003-01, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5368_IFP-Bronze_SBC_2026. Deductible $7,500 individual / $15,000 family in-network; out-of-pocket limit $10,150 / $20,300: p. 1. Drug rows, p. 3: Tier 1 $20, Tier 2 $30, Tier 3 $200 per 30-day supply, each ""Deductible does not apply""; Tier 4 and Tier 5 35% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 26.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Bronze,ucare,Bronze,Minnesota individual,2026,no,7500.00,15000.00,10150.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,absent,the string ONFI does not occur in the document,no,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",1794.87,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,1794.87,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5368, HIOS 97624MN0140003-01, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5368_IFP-Bronze_SBC_2026. Deductible $7,500 individual / $15,000 family in-network; out-of-pocket limit $10,150 / $20,300: p. 1. Drug rows, p. 3: Tier 1 $20, Tier 2 $30, Tier 3 $200 per 30-day supply, each ""Deductible does not apply""; Tier 4 and Tier 5 35% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: n/a.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Bronze,ucare,Bronze,Minnesota individual,2026,no,7500.00,15000.00,10150.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,absent,the string ONFI does not occur in the document,no,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",1794.87,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,1794.87,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5368, HIOS 97624MN0140003-01, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5368_IFP-Bronze_SBC_2026. Deductible $7,500 individual / $15,000 family in-network; out-of-pocket limit $10,150 / $20,300: p. 1. Drug rows, p. 3: Tier 1 $20, Tier 2 $30, Tier 3 $200 per 30-day supply, each ""Deductible does not apply""; Tier 4 and Tier 5 35% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: n/a.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Bronze,ucare,Bronze,Minnesota individual,2026,no,7500.00,15000.00,10150.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,5,QL (2 each per day),yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"January, deductible not met",1196.05,"full allowed amount, deductible not met (NADAC floor)",25.00,25.00,1171.05,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5368, HIOS 97624MN0140003-01, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5368_IFP-Bronze_SBC_2026. Deductible $7,500 individual / $15,000 family in-network; out-of-pocket limit $10,150 / $20,300: p. 1. Drug rows, p. 3: Tier 1 $20, Tier 2 $30, Tier 3 $200 per 30-day supply, each ""Deductible does not apply""; Tier 4 and Tier 5 35% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 28.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Bronze,ucare,Bronze,Minnesota individual,2026,no,7500.00,15000.00,10150.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,5,QL (2 each per day),yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"mid-year, deductible met",418.62,35% coinsurance on the allowed amount (NADAC floor),25.00,25.00,393.62,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5368, HIOS 97624MN0140003-01, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5368_IFP-Bronze_SBC_2026. Deductible $7,500 individual / $15,000 family in-network; out-of-pocket limit $10,150 / $20,300: p. 1. Drug rows, p. 3: Tier 1 $20, Tier 2 $30, Tier 3 $200 per 30-day supply, each ""Deductible does not apply""; Tier 4 and Tier 5 35% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 28.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Bronze,ucare,Bronze,Minnesota individual,2026,no,7500.00,15000.00,10150.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",5,PA; SP (Fairview Specialty Pharmacy),yes,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","January, deductible not met",3739.22,"full allowed amount, deductible not met (NADAC floor)",25.00,25.00,3714.22,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5368, HIOS 97624MN0140003-01, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5368_IFP-Bronze_SBC_2026. Deductible $7,500 individual / $15,000 family in-network; out-of-pocket limit $10,150 / $20,300: p. 1. Drug rows, p. 3: Tier 1 $20, Tier 2 $30, Tier 3 $200 per 30-day supply, each ""Deductible does not apply""; Tier 4 and Tier 5 35% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 26.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
UCare Individual & Family Bronze,ucare,Bronze,Minnesota individual,2026,no,7500.00,15000.00,10150.00,Epidiolex oral solution (cannabidiol),"brand, no generic exists","weight-based, one prescription",5,PA; SP (Fairview Specialty Pharmacy),yes,3739.22,"Minnesota Medicaid 2025 reimbursement per prescription, $7,676,621.69 / 2,053 prescriptions. NOT NADAC: Epidiolex is outside the NADAC survey, which covers retail community pharmacies.","mid-year, deductible met",1308.73,35% coinsurance on the allowed amount (NADAC floor),25.00,25.00,1283.73,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5368, HIOS 97624MN0140003-01, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5368_IFP-Bronze_SBC_2026. Deductible $7,500 individual / $15,000 family in-network; out-of-pocket limit $10,150 / $20,300: p. 1. Drug rows, p. 3: Tier 1 $20, Tier 2 $30, Tier 3 $200 per 30-day supply, each ""Deductible does not apply""; Tier 4 and Tier 5 35% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 26.","data/mn_medicaid_asm_by_year.csv, CMS State Drug Utilization Data 2025"
UCare Individual & Family Silver,ucare,Silver,Minnesota individual,2026,no,4250.00,8500.00,9600.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,1,EDS (extended day supply),yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",15.00,copay $15.00,25.00,15.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5371, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5371_IFP-Silver_SBC_2026. Deductible $4,250 / $8,500; out-of-pocket limit $9,600 / $19,200: p. 1. Drug rows, p. 3: Tier 1 $15, Tier 2 $25, Tier 3 $175, deductible does not apply; Tier 4 and Tier 5 30% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 27.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Silver,ucare,Silver,Minnesota individual,2026,no,4250.00,8500.00,9600.00,levetiracetam 500 mg tablet (generic),generic,500 mg twice daily,1,EDS (extended day supply),yes,4.43,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",15.00,copay $15.00,25.00,15.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5371, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5371_IFP-Silver_SBC_2026. Deductible $4,250 / $8,500; out-of-pocket limit $9,600 / $19,200: p. 1. Drug rows, p. 3: Tier 1 $15, Tier 2 $25, Tier 3 $175, deductible does not apply; Tier 4 and Tier 5 30% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 27.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Silver,ucare,Silver,Minnesota individual,2026,no,4250.00,8500.00,9600.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,2,EDS,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",25.00,copay $25.00,25.00,25.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5371, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5371_IFP-Silver_SBC_2026. Deductible $4,250 / $8,500; out-of-pocket limit $9,600 / $19,200: p. 1. Drug rows, p. 3: Tier 1 $15, Tier 2 $25, Tier 3 $175, deductible does not apply; Tier 4 and Tier 5 30% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 26.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Silver,ucare,Silver,Minnesota individual,2026,no,4250.00,8500.00,9600.00,clobazam 10 mg tablet (generic),generic,10 mg twice daily,2,EDS,yes,14.84,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",25.00,copay $25.00,25.00,25.00,0.00,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5371, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5371_IFP-Silver_SBC_2026. Deductible $4,250 / $8,500; out-of-pocket limit $9,600 / $19,200: p. 1. Drug rows, p. 3: Tier 1 $15, Tier 2 $25, Tier 3 $175, deductible does not apply; Tier 4 and Tier 5 30% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 26.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Silver,ucare,Silver,Minnesota individual,2026,no,4250.00,8500.00,9600.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,absent,the string ONFI does not occur in the document,no,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"January, deductible not met",1794.87,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,1794.87,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5371, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5371_IFP-Silver_SBC_2026. Deductible $4,250 / $8,500; out-of-pocket limit $9,600 / $19,200: p. 1. Drug rows, p. 3: Tier 1 $15, Tier 2 $25, Tier 3 $175, deductible does not apply; Tier 4 and Tier 5 30% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: n/a.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Silver,ucare,Silver,Minnesota individual,2026,no,4250.00,8500.00,9600.00,Onfi 10 mg tablet (brand clobazam),"brand, generic available",10 mg twice daily,absent,the string ONFI does not occur in the document,no,1794.87,NADAC 2026Q3 median per unit x 2 tablets/day x 30 days,"mid-year, deductible met",1794.87,"not named anywhere in the carrier's drug list; the list says it is not all-inclusive, so this is the price with no coverage, which is the outcome if a formulary exception is refused (NADAC floor)",25.00,1794.87,0.00,the cap does not reach this: a limit on cost sharing does not make an uncovered drug covered. Weaker call than the non-formulary cases: the drug is simply not named in a list the carrier says is not all-inclusive,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5371, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5371_IFP-Silver_SBC_2026. Deductible $4,250 / $8,500; out-of-pocket limit $9,600 / $19,200: p. 1. Drug rows, p. 3: Tier 1 $15, Tier 2 $25, Tier 3 $175, deductible does not apply; Tier 4 and Tier 5 30% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: n/a.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Silver,ucare,Silver,Minnesota individual,2026,no,4250.00,8500.00,9600.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,5,QL (2 each per day),yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"January, deductible not met",1196.05,"full allowed amount, deductible not met (NADAC floor)",25.00,25.00,1171.05,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5371, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5371_IFP-Silver_SBC_2026. Deductible $4,250 / $8,500; out-of-pocket limit $9,600 / $19,200: p. 1. Drug rows, p. 3: Tier 1 $15, Tier 2 $25, Tier 3 $175, deductible does not apply; Tier 4 and Tier 5 30% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 28.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
UCare Individual & Family Silver,ucare,Silver,Minnesota individual,2026,no,4250.00,8500.00,9600.00,Xcopri 200 mg tablet (cenobamate),"brand, no generic exists",200 mg once daily,5,QL (2 each per day),yes,1196.05,NADAC 2026Q3 median per unit x 1 tablet/day x 30 days,"mid-year, deductible met",358.81,30% coinsurance on the allowed amount (NADAC floor),25.00,25.00,333.81,capped at $25,"Summary of Benefits and Coverage, coverage period 01/01/2026-12/31/2026, doc U5371, https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5371_IFP-Silver_SBC_2026. Deductible $4,250 / $8,500; out-of-pocket limit $9,600 / $19,200: p. 1. Drug rows, p. 3: Tier 1 $15, Tier 2 $25, Tier 3 $175, deductible does not apply; Tier 4 and Tier 5 30% coinsurance after deductible.","UCare, 2026 Individual & Family Plans Formulary (List of Covered Drugs), last updated 09/01/2026, 146 pp., https://ucm-p-001.sitecorecontenthub.cloud/api/public/content/U5434_IFP_Formulary_2026 Tier key: Five numbered tiers, matching the Tier 1 to Tier 5 rows of UCare's SBCs. This drug: formulary p. 28.","data/nadac_asm_30day_cost.csv, snapshot 2026-09-16"
